gene_id	transcript_id(s)	SRX26953675	SRX26953676	SRX26953677	SRX26953678	SRX26953679	SRX26953680	SRX26953681	SRX26953682	SRX26953683	SRX26953684	SRX26953685	SRX26953686
ENSMUSG00000000001	ENSMUST00000000001	3845.78	6833.95	7431.55	6093.98	1243.00	1387.00	1970.45	1813.69	3857.95	2556.89	5503.66	5891.69
ENSMUSG00000000003	ENSMUST00000000003,ENSMUST00000114041	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000028	ENSMUST00000000028,ENSMUST00000096990,ENSMUST00000115585,ENSMUST00000231819	119.00	362.00	205.00	147.00	0.00	0.00	169.00	7.00	0.00	0.00	36.00	198.00
ENSMUSG00000000031	ENSMUST00000132294,ENSMUST00000136359,ENSMUST00000140716,ENSMUST00000152754,ENSMUST00000228259,ENSMUST00000228514,ENSMUST00000246665,ENSMUST00000247195,ENSMUST00000247519,ENSMUST00000249623,ENSMUST00000249624,ENSMUST00000249625,ENSMUST00000249626,ENSMUST00000249627,ENSMUST00000249628,ENSMUST00000249629,ENSMUST00000299854,ENSMUST00000299855,ENSMUST00000299856,ENSMUST00000299857,ENSMUST00000299858	5.00	27.00	23.00	16.00	34.00	0.00	0.00	0.00	0.00	147.00	64.00	89.00
ENSMUSG00000000037	ENSMUST00000019101,ENSMUST00000074802,ENSMUST00000077375,ENSMUST00000087090,ENSMUST00000101113,ENSMUST00000112345,ENSMUST00000124775,ENSMUST00000238361,ENSMUST00000238603	96.00	90.00	55.00	99.00	0.00	0.00	0.00	210.00	0.00	4.00	78.00	192.00
ENSMUSG00000000049	ENSMUST00000000049,ENSMUST00000133383,ENSMUST00000146050,ENSMUST00000152958	1.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000056	ENSMUST00000103015,ENSMUST00000151088,ENSMUST00000154047	839.00	1046.00	1324.00	684.00	619.00	1090.00	541.00	360.00	891.00	583.00	1197.00	447.00
ENSMUSG00000000058	ENSMUST00000000058,ENSMUST00000115459,ENSMUST00000115462	918.00	4087.00	3195.00	3019.00	648.00	991.00	1419.00	1935.00	2412.00	3749.00	4982.00	2731.00
ENSMUSG00000000078	ENSMUST00000000080,ENSMUST00000221734,ENSMUST00000222857	13219.00	23104.00	27618.00	22555.00	3436.00	2930.00	3814.00	1338.00	3263.00	1105.00	2513.00	3150.00
ENSMUSG00000000085	ENSMUST00000000087,ENSMUST00000064991,ENSMUST00000106298,ENSMUST00000106301,ENSMUST00000122860,ENSMUST00000132116,ENSMUST00000133169,ENSMUST00000133290,ENSMUST00000134375,ENSMUST00000136801,ENSMUST00000144555,ENSMUST00000144862,ENSMUST00000151345,ENSMUST00000153099	2445.00	1576.00	1501.00	2133.00	767.00	1573.00	1283.00	1011.00	843.00	923.00	1396.00	2741.00
ENSMUSG00000000088	ENSMUST00000000090,ENSMUST00000213678,ENSMUST00000214154	1871.65	3525.76	3504.73	3030.22	2426.51	7046.12	5599.63	3267.29	5172.71	4593.78	4028.09	4293.13
ENSMUSG00000000093	ENSMUST00000000095	4360.96	2199.93	2217.66	2269.83	354.78	1146.43	673.49	591.00	75.00	9.55	733.00	350.00
ENSMUSG00000000094	ENSMUST00000000096,ENSMUST00000108045,ENSMUST00000108047	149.00	158.00	121.00	247.00	592.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSMUSG00000000103	ENSMUST00000115891,ENSMUST00000187148	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000120	ENSMUST00000000122	77.00	10.00	19.00	21.00	13.00	23.00	40.00	6.00	19.00	11.00	87.00	9.00
ENSMUSG00000000125	ENSMUST00000000127	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000126	ENSMUST00000000128,ENSMUST00000108783	302.00	217.00	346.00	276.00	51.00	0.00	0.00	0.00	0.00	0.00	251.00	392.00
ENSMUSG00000000127	ENSMUST00000000129,ENSMUST00000038080,ENSMUST00000232945,ENSMUST00000233190,ENSMUST00000233225	427.53	931.16	863.49	704.02	896.00	633.00	1071.00	502.93	1324.27	1471.00	655.47	1583.95
ENSMUSG00000000131	ENSMUST00000009344,ENSMUST00000163959,ENSMUST00000164741,ENSMUST00000165608,ENSMUST00000165660,ENSMUST00000166368,ENSMUST00000166538,ENSMUST00000166540,ENSMUST00000166719,ENSMUST00000167147,ENSMUST00000167268,ENSMUST00000167315,ENSMUST00000168189,ENSMUST00000168564,ENSMUST00000168649,ENSMUST00000168933,ENSMUST00000169059,ENSMUST00000170675,ENSMUST00000171861,ENSMUST00000206784	4986.00	3948.00	3738.00	4241.00	1055.00	961.00	794.00	687.00	1603.00	2042.00	1756.00	3098.00
ENSMUSG00000000134	ENSMUST00000077680,ENSMUST00000079542,ENSMUST00000101695,ENSMUST00000115677,ENSMUST00000115678,ENSMUST00000115679,ENSMUST00000115680,ENSMUST00000126694,ENSMUST00000132209,ENSMUST00000133456,ENSMUST00000137467,ENSMUST00000143680,ENSMUST00000144715,ENSMUST00000144900	2723.00	1930.00	2739.00	2505.00	1673.00	1587.00	2060.00	1580.00	745.00	2265.00	1747.00	2318.00
ENSMUSG00000000142	ENSMUST00000052915,ENSMUST00000106711,ENSMUST00000139682,ENSMUST00000140821,ENSMUST00000144130,ENSMUST00000144511,ENSMUST00000152909	125.00	105.00	120.00	60.00	297.00	103.00	204.00	697.00	93.00	725.00	211.00	391.00
ENSMUSG00000000148	ENSMUST00000041588,ENSMUST00000100505,ENSMUST00000110806,ENSMUST00000124892,ENSMUST00000131905,ENSMUST00000153440	1583.00	1008.00	1068.00	803.00	358.00	783.00	608.00	733.00	71.00	709.00	769.00	1073.00
ENSMUSG00000000149	ENSMUST00000000153,ENSMUST00000198447	18506.20	11034.60	13735.93	13530.33	6382.44	2880.88	5413.97	2831.81	2749.91	4397.26	5487.34	8815.45
ENSMUSG00000000154	ENSMUST00000052348,ENSMUST00000105917,ENSMUST00000141988,ENSMUST00000145943,ENSMUST00000150791	41.00	24.00	92.00	27.00	0.00	0.00	206.00	415.00	0.00	0.00	56.00	56.00
ENSMUSG00000000157	ENSMUST00000000161,ENSMUST00000113773,ENSMUST00000131567,ENSMUST00000131777,ENSMUST00000233827	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000159	ENSMUST00000000163,ENSMUST00000081093,ENSMUST00000113794,ENSMUST00000136292,ENSMUST00000139595	17.00	0.00	0.00	1.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000167	ENSMUST00000000171,ENSMUST00000124029,ENSMUST00000125606,ENSMUST00000132187,ENSMUST00000141366,ENSMUST00000151197,ENSMUST00000155773	6.00	16.00	13.00	32.00	0.00	396.59	26.00	0.00	0.00	1.00	3.01	25.00
ENSMUSG00000000168	ENSMUST00000034567,ENSMUST00000125919,ENSMUST00000126933,ENSMUST00000132455,ENSMUST00000142275,ENSMUST00000155417	3530.00	2687.99	2919.00	2716.00	823.00	405.00	786.00	417.00	1824.00	827.00	1188.00	2279.00
ENSMUSG00000000171	ENSMUST00000000175	1682.00	4180.00	4847.00	3111.00	2448.00	2826.00	5045.00	2822.00	7584.00	6393.00	8319.00	7502.00
ENSMUSG00000000182	ENSMUST00000000186	0.00	0.00	0.00	7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000183	ENSMUST00000000187	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000184	ENSMUST00000000188,ENSMUST00000201066,ENSMUST00000201564,ENSMUST00000201637,ENSMUST00000201857,ENSMUST00000201902,ENSMUST00000201985,ENSMUST00000202363	6471.02	5541.83	6619.75	7236.01	3289.00	3789.98	1672.13	5136.58	5162.14	3070.86	4641.57	12791.41
ENSMUSG00000000194	ENSMUST00000056433,ENSMUST00000127872,ENSMUST00000133207,ENSMUST00000146747,ENSMUST00000147099,ENSMUST00000149622,ENSMUST00000151991,ENSMUST00000153032,ENSMUST00000169333,ENSMUST00000172422,ENSMUST00000194084	2003.88	1669.00	1975.97	2064.00	2317.61	843.94	1431.97	2381.20	509.00	1028.00	2161.54	1610.60
ENSMUSG00000000197	ENSMUST00000000201,ENSMUST00000226617,ENSMUST00000227541,ENSMUST00000227818,ENSMUST00000228766,ENSMUST00000228789,ENSMUST00000228860	263.00	82.00	218.00	187.00	853.00	0.00	0.00	659.00	0.00	49.00	0.00	697.00
ENSMUSG00000000202	ENSMUST00000000206,ENSMUST00000137965,ENSMUST00000141386,ENSMUST00000141481,ENSMUST00000146853,ENSMUST00000156053,ENSMUST00000156192	6.00	0.00	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000204	ENSMUST00000000208,ENSMUST00000167596,ENSMUST00000215472	26.39	70.06	107.08	27.06	0.00	0.00	0.00	8.01	0.00	0.00	0.00	65.97
ENSMUSG00000000214	ENSMUST00000000219,ENSMUST00000105929,ENSMUST00000123057,ENSMUST00000124951,ENSMUST00000138482,ENSMUST00000140344	84.00	82.00	64.00	60.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	80.00
ENSMUSG00000000215	ENSMUST00000000220,ENSMUST00000105930,ENSMUST00000105931,ENSMUST00000105932,ENSMUST00000105933,ENSMUST00000105934,ENSMUST00000125933,ENSMUST00000162317,ENSMUST00000210288	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000216	ENSMUST00000000221	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000223	ENSMUST00000000228,ENSMUST00000113224,ENSMUST00000113226,ENSMUST00000113228,ENSMUST00000142146,ENSMUST00000153424	74.00	84.00	15.00	9.00	0.00	119.00	203.00	131.00	0.00	0.00	162.00	109.00
ENSMUSG00000000244	ENSMUST00000009396,ENSMUST00000075172,ENSMUST00000082008,ENSMUST00000105923,ENSMUST00000105924,ENSMUST00000105925,ENSMUST00000141186,ENSMUST00000143512,ENSMUST00000145212,ENSMUST00000154264,ENSMUST00000207211,ENSMUST00000207449	52.00	85.00	261.00	72.00	1493.00	283.00	75.00	309.00	0.00	86.00	151.00	76.00
ENSMUSG00000000247	ENSMUST00000000253,ENSMUST00000133661,ENSMUST00000143783,ENSMUST00000149664,ENSMUST00000155964,ENSMUST00000175896,ENSMUST00000176229	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000248	ENSMUST00000000254,ENSMUST00000075789,ENSMUST00000142388,ENSMUST00000146925,ENSMUST00000203405,ENSMUST00000204259	1.00	0.00	0.00	0.00	0.00	0.00	123.78	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000253	ENSMUST00000000260,ENSMUST00000128873,ENSMUST00000129176,ENSMUST00000222227	1419.00	1265.00	1228.76	1215.00	270.00	1176.00	591.00	63.00	322.00	186.00	68.00	1424.00
ENSMUSG00000000263	ENSMUST00000075603,ENSMUST00000102716,ENSMUST00000108853	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000266	ENSMUST00000112988,ENSMUST00000112990,ENSMUST00000112993,ENSMUST00000128809,ENSMUST00000140144	1319.00	1026.00	982.00	1248.00	638.00	3.00	540.00	408.00	1335.00	556.00	574.00	583.00
ENSMUSG00000000275	ENSMUST00000000284,ENSMUST00000100627,ENSMUST00000107896	2426.00	2322.00	3241.00	2307.00	1517.00	2986.00	2117.00	1511.00	1813.00	2287.00	2814.00	1488.00
ENSMUSG00000000276	ENSMUST00000000285,ENSMUST00000107894,ENSMUST00000152772	762.91	623.19	741.52	678.08	535.00	0.00	11.66	105.00	511.89	166.00	441.00	159.00
ENSMUSG00000000278	ENSMUST00000000287	6570.00	9985.00	10892.00	8780.00	7527.00	12274.00	12989.00	6457.00	16517.00	20458.00	26804.00	13074.00
ENSMUSG00000000282	ENSMUST00000000291,ENSMUST00000132150,ENSMUST00000133217	306.00	240.00	291.00	233.00	994.00	622.00	639.00	571.00	409.00	739.00	654.00	288.00
ENSMUSG00000000290	ENSMUST00000000299,ENSMUST00000130059,ENSMUST00000131023,ENSMUST00000153541,ENSMUST00000156644	1562.00	2572.00	5097.98	2718.00	9153.00	22523.99	24709.00	7847.00	738.00	570.00	582.00	870.00
ENSMUSG00000000295	ENSMUST00000000304,ENSMUST00000159194,ENSMUST00000159659,ENSMUST00000160447,ENSMUST00000162076	332.00	473.00	604.00	354.06	742.77	619.00	667.00	800.00	698.00	171.00	742.00	906.00
ENSMUSG00000000296	ENSMUST00000000305,ENSMUST00000213528,ENSMUST00000213639,ENSMUST00000214644,ENSMUST00000215515	428.95	871.98	942.98	795.00	1.00	475.00	82.00	219.00	1936.97	0.00	443.00	773.00
ENSMUSG00000000301	ENSMUST00000000310,ENSMUST00000102692,ENSMUST00000102693,ENSMUST00000133028,ENSMUST00000136660,ENSMUST00000143646,ENSMUST00000146461,ENSMUST00000147422,ENSMUST00000148512,ENSMUST00000150954	102.00	158.00	136.00	109.00	2.00	182.00	178.00	0.00	0.00	165.00	318.00	185.00
ENSMUSG00000000303	ENSMUST00000000312,ENSMUST00000136580	284.00	603.00	1023.00	829.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1305.00
ENSMUSG00000000305	ENSMUST00000000314,ENSMUST00000098996,ENSMUST00000108911,ENSMUST00000124708,ENSMUST00000129659,ENSMUST00000136411	321.00	207.00	342.00	187.00	0.00	0.00	0.00	0.00	0.00	0.00	15.00	29.00
ENSMUSG00000000308	ENSMUST00000000317,ENSMUST00000078222,ENSMUST00000125221,ENSMUST00000125812,ENSMUST00000126130,ENSMUST00000128612,ENSMUST00000129130,ENSMUST00000145380,ENSMUST00000150271,ENSMUST00000153040	9.00	58.00	30.00	40.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	103.00
ENSMUSG00000000317	ENSMUST00000000326,ENSMUST00000140542,ENSMUST00000153449	1935.00	1265.00	1440.00	1481.00	678.00	839.00	672.00	910.00	0.00	38.00	536.00	533.00
ENSMUSG00000000318	ENSMUST00000000327,ENSMUST00000102571,ENSMUST00000143298,ENSMUST00000144935,ENSMUST00000150966,ENSMUST00000152635,ENSMUST00000153959,ENSMUST00000178567,ENSMUST00000178945,ENSMUST00000180106	312.56	547.54	1057.36	681.13	613.38	594.00	78.36	514.07	0.00	139.40	359.52	395.95
ENSMUSG00000000320	ENSMUST00000000329,ENSMUST00000108574	2110.99	1538.00	1402.00	2032.95	90.00	493.00	633.00	719.00	0.00	52.00	598.99	447.00
ENSMUSG00000000326	ENSMUST00000000335,ENSMUST00000115609,ENSMUST00000147720,ENSMUST00000165430	3447.84	3860.48	4651.50	3924.02	3927.94	6235.97	5505.63	2030.84	3655.52	2982.33	2207.17	3935.75
ENSMUSG00000000339	ENSMUST00000000348,ENSMUST00000124486,ENSMUST00000140677,ENSMUST00000143425,ENSMUST00000153005	1136.00	1071.00	1198.00	1118.00	624.00	616.00	441.00	639.00	816.00	1206.00	574.00	1678.00
ENSMUSG00000000340	ENSMUST00000000349,ENSMUST00000196376,ENSMUST00000197201,ENSMUST00000199614	467.00	890.00	1058.00	896.00	742.00	474.00	424.00	598.00	2009.00	2152.00	3011.00	1428.00
ENSMUSG00000000346	ENSMUST00000000356,ENSMUST00000229424,ENSMUST00000230384,ENSMUST00000230661	4300.87	16366.49	16168.72	14166.58	11575.51	12666.32	13026.66	6931.82	13223.50	9206.00	14852.87	13999.95
ENSMUSG00000000355	ENSMUST00000000365,ENSMUST00000133128,ENSMUST00000134573,ENSMUST00000140204,ENSMUST00000148938	124.00	906.00	609.00	587.00	829.00	1226.00	1305.00	1280.00	1303.00	1489.00	1302.00	929.00
ENSMUSG00000000359	ENSMUST00000000369,ENSMUST00000139370,ENSMUST00000150913	291.00	151.00	122.00	172.00	224.00	254.00	0.00	12.00	0.00	152.00	185.00	215.00
ENSMUSG00000000365	ENSMUST00000095793,ENSMUST00000223627,ENSMUST00000223646,ENSMUST00000225361,ENSMUST00000225621,ENSMUST00000225737	13.00	49.00	68.00	93.00	0.00	0.00	0.00	26.00	0.00	0.00	43.00	0.00
ENSMUSG00000000374	ENSMUST00000000384,ENSMUST00000217858,ENSMUST00000217980,ENSMUST00000218124,ENSMUST00000219948	1249.00	764.00	954.00	865.00	107.00	703.00	339.00	311.00	283.00	582.00	500.00	278.00
ENSMUSG00000000378	ENSMUST00000000388,ENSMUST00000109721,ENSMUST00000109722,ENSMUST00000144293,ENSMUST00000159007,ENSMUST00000160633,ENSMUST00000161501,ENSMUST00000161667	1804.00	1783.00	1859.00	1626.00	1509.00	419.00	2568.00	547.00	3329.00	1341.00	1868.00	2196.00
ENSMUSG00000000381	ENSMUST00000102910,ENSMUST00000127341,ENSMUST00000141868	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000384	ENSMUST00000000394,ENSMUST00000131313,ENSMUST00000131477,ENSMUST00000131815,ENSMUST00000132446,ENSMUST00000134016,ENSMUST00000136682,ENSMUST00000144463,ENSMUST00000150697,ENSMUST00000151008,ENSMUST00000156969,ENSMUST00000189268	218.00	310.00	286.00	183.11	102.00	68.00	160.00	0.00	220.00	553.00	364.00	66.00
ENSMUSG00000000385	ENSMUST00000000395,ENSMUST00000231544,ENSMUST00000231715,ENSMUST00000231908,ENSMUST00000232141,ENSMUST00000232599	2.00	26.00	0.00	18.00	0.00	0.00	0.00	0.00	9.00	0.00	0.00	0.00
ENSMUSG00000000386	ENSMUST00000113768,ENSMUST00000135184,ENSMUST00000155233,ENSMUST00000231455,ENSMUST00000231461,ENSMUST00000231995,ENSMUST00000238205,ENSMUST00000238262,ENSMUST00000247756,ENSMUST00000247757	32.37	67.63	53.00	132.78	0.00	0.00	0.00	52.00	0.00	0.00	37.00	2.00
ENSMUSG00000000392	ENSMUST00000000402,ENSMUST00000102732,ENSMUST00000128139,ENSMUST00000136297,ENSMUST00000152085,ENSMUST00000172676,ENSMUST00000173745,ENSMUST00000174234,ENSMUST00000174448	2.00	177.00	44.00	78.00	447.00	0.00	157.00	0.00	0.00	21.00	34.00	157.00
ENSMUSG00000000394	ENSMUST00000102733,ENSMUST00000136686,ENSMUST00000155624	0.00	2.00	14.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000399	ENSMUST00000088194,ENSMUST00000200890,ENSMUST00000205002	1087.91	3972.97	4224.77	3042.97	1462.00	2295.00	3488.94	3155.00	2575.96	3419.00	5209.00	4056.00
ENSMUSG00000000402	ENSMUST00000000412	179.00	804.00	954.00	998.00	0.00	0.00	0.00	0.00	211.00	0.00	91.00	2715.00
ENSMUSG00000000409	ENSMUST00000067240,ENSMUST00000102596,ENSMUST00000123640,ENSMUST00000127943,ENSMUST00000132030,ENSMUST00000134336,ENSMUST00000139957,ENSMUST00000167288	69.00	89.00	100.00	79.00	481.00	232.00	156.00	2794.00	806.00	255.00	152.00	133.00
ENSMUSG00000000411	ENSMUST00000000421	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000416	ENSMUST00000090601,ENSMUST00000129669,ENSMUST00000139557,ENSMUST00000140416,ENSMUST00000141581,ENSMUST00000142963,ENSMUST00000146775,ENSMUST00000148602,ENSMUST00000152499	933.00	298.97	730.00	696.43	41.00	875.00	303.00	9.00	0.00	0.00	236.00	656.19
ENSMUSG00000000420	ENSMUST00000000430,ENSMUST00000164066,ENSMUST00000164998,ENSMUST00000169474,ENSMUST00000170191,ENSMUST00000170243,ENSMUST00000171583,ENSMUST00000178605	7755.60	7638.00	9408.72	7952.00	5040.00	2021.00	3042.00	754.00	1287.00	3194.00	4123.19	9480.52
ENSMUSG00000000435	ENSMUST00000000445	26.00	0.00	28.00	49.00	101.00	0.00	0.00	114.00	0.00	0.00	75.00	0.00
ENSMUSG00000000439	ENSMUST00000000449,ENSMUST00000204409,ENSMUST00000205248	1209.91	1791.72	1718.95	1364.40	1559.38	1137.37	1349.11	611.86	1132.87	768.20	1719.40	1319.75
ENSMUSG00000000440	ENSMUST00000000450,ENSMUST00000171644,ENSMUST00000203308,ENSMUST00000203732,ENSMUST00000203896,ENSMUST00000204305,ENSMUST00000205213	1274.00	1954.00	1629.00	1577.00	1593.00	486.00	1451.00	1179.00	1250.00	264.00	197.00	518.00
ENSMUSG00000000441	ENSMUST00000000451,ENSMUST00000112949,ENSMUST00000124553,ENSMUST00000127503,ENSMUST00000130528,ENSMUST00000147979,ENSMUST00000203142,ENSMUST00000203276,ENSMUST00000203759,ENSMUST00000203826,ENSMUST00000204512	6316.15	4785.22	5133.30	4735.43	3175.03	2873.52	2030.47	2838.49	1733.19	1838.80	3346.39	3567.82
ENSMUSG00000000486	ENSMUST00000106313,ENSMUST00000106314,ENSMUST00000131208,ENSMUST00000133591,ENSMUST00000133733,ENSMUST00000133913,ENSMUST00000138541,ENSMUST00000142356,ENSMUST00000152267,ENSMUST00000205570	94.00	42.00	133.00	74.00	735.00	220.00	355.00	748.00	274.00	569.00	610.00	289.00
ENSMUSG00000000489	ENSMUST00000000500,ENSMUST00000229168,ENSMUST00000229795,ENSMUST00000229912	1360.00	962.00	667.00	1168.00	839.00	431.00	1146.00	571.00	170.00	367.00	530.00	221.00
ENSMUSG00000000530	ENSMUST00000000542,ENSMUST00000117984,ENSMUST00000119063,ENSMUST00000120028,ENSMUST00000120754,ENSMUST00000121718,ENSMUST00000124151,ENSMUST00000128525,ENSMUST00000128868,ENSMUST00000130432,ENSMUST00000144229	5282.00	3128.00	3761.00	4870.00	2403.00	2179.00	2372.00	1062.00	458.00	248.00	795.00	1160.00
ENSMUSG00000000531	ENSMUST00000000543	2021.00	1188.79	1110.00	1526.83	449.00	904.00	308.00	492.00	1583.00	686.00	1180.00	880.00
ENSMUSG00000000532	ENSMUST00000000544	68.00	62.00	29.00	41.00	566.00	718.00	288.00	136.00	0.00	370.00	113.00	214.00
ENSMUSG00000000538	ENSMUST00000064019,ENSMUST00000093046,ENSMUST00000093048,ENSMUST00000095254,ENSMUST00000102682,ENSMUST00000102683,ENSMUST00000133420,ENSMUST00000142225,ENSMUST00000143124,ENSMUST00000151284,ENSMUST00000153920	4491.00	3119.71	3335.05	3496.84	765.00	333.00	979.42	1896.00	1196.00	227.00	1536.00	1896.00
ENSMUSG00000000544	ENSMUST00000027847,ENSMUST00000060833,ENSMUST00000166159,ENSMUST00000166860	2.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000552	ENSMUST00000168828,ENSMUST00000229373,ENSMUST00000229551	316.00	228.00	408.00	336.00	318.00	224.00	491.00	337.00	422.00	124.00	74.00	138.00
ENSMUSG00000000555	ENSMUST00000023128,ENSMUST00000215331,ENSMUST00000230460,ENSMUST00000230775	7925.00	4722.00	5810.00	6790.00	1961.00	940.00	2541.00	992.00	1301.00	1177.00	1827.00	1747.00
ENSMUSG00000000560	ENSMUST00000000572,ENSMUST00000197124,ENSMUST00000197284,ENSMUST00000198625,ENSMUST00000199012,ENSMUST00000199861	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00
ENSMUSG00000000561	ENSMUST00000010278,ENSMUST00000127464,ENSMUST00000128005,ENSMUST00000130994,ENSMUST00000151263	822.96	1873.19	2480.84	1839.23	1026.71	898.13	830.96	512.00	1612.43	971.79	1817.84	2976.62
ENSMUSG00000000562	ENSMUST00000000574,ENSMUST00000164730,ENSMUST00000197613	0.00	0.00	16.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.00
ENSMUSG00000000563	ENSMUST00000118209,ENSMUST00000123959,ENSMUST00000133320,ENSMUST00000143022,ENSMUST00000153666,ENSMUST00000199311	1853.71	6350.39	5954.68	4421.84	6343.23	6993.11	7278.07	4250.91	13350.17	9408.33	9271.71	7877.33
ENSMUSG00000000567	ENSMUST00000000579	1341.00	1048.00	1479.99	1586.00	537.76	1.00	116.00	0.00	272.00	0.00	201.00	881.00
ENSMUSG00000000568	ENSMUST00000019128,ENSMUST00000072750,ENSMUST00000112939,ENSMUST00000164833,ENSMUST00000168396,ENSMUST00000170654,ENSMUST00000170912,ENSMUST00000171106,ENSMUST00000171640,ENSMUST00000171786,ENSMUST00000172361	5579.24	3542.25	4305.69	3678.59	1948.00	2266.00	2236.00	2964.00	2689.73	2927.80	2025.39	3289.79
ENSMUSG00000000579	ENSMUST00000092966,ENSMUST00000124894,ENSMUST00000138598,ENSMUST00000149027	68.03	237.36	194.91	124.78	243.08	435.50	454.39	462.61	929.76	523.50	693.65	583.54
ENSMUSG00000000581	ENSMUST00000000594,ENSMUST00000130330,ENSMUST00000131227,ENSMUST00000135568,ENSMUST00000156784	274.00	1908.00	1313.00	1214.00	1908.00	1941.00	2590.00	2318.00	2966.00	3885.00	3328.00	3408.00
ENSMUSG00000000594	ENSMUST00000000608	12466.00	58426.00	60082.00	40297.00	15639.00	17481.00	23102.00	8358.00	45433.00	14082.00	13031.00	36432.00
ENSMUSG00000000600	ENSMUST00000080085,ENSMUST00000171023,ENSMUST00000196098,ENSMUST00000197611,ENSMUST00000197742,ENSMUST00000198079,ENSMUST00000199234,ENSMUST00000199475,ENSMUST00000199845,ENSMUST00000200004,ENSMUST00000200386,ENSMUST00000200577	835.00	1380.01	1432.00	1348.00	1953.00	1829.00	1003.17	1029.10	1334.00	1445.00	1141.00	1409.00
ENSMUSG00000000605	ENSMUST00000000619,ENSMUST00000209916,ENSMUST00000210061,ENSMUST00000210362,ENSMUST00000210444,ENSMUST00000210594,ENSMUST00000210809,ENSMUST00000210989,ENSMUST00000211551,ENSMUST00000211574	3874.09	3435.51	3826.71	4126.12	4913.87	1806.22	2965.18	2966.00	5283.04	1504.71	3677.19	3072.17
ENSMUSG00000000606	ENSMUST00000159674,ENSMUST00000163019,ENSMUST00000232797,ENSMUST00000232951,ENSMUST00000233126,ENSMUST00000233280,ENSMUST00000233394,ENSMUST00000233651,ENSMUST00000233766,ENSMUST00000233848,ENSMUST00000233920	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000617	ENSMUST00000000631,ENSMUST00000126890,ENSMUST00000156890,ENSMUST00000171427	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000627	ENSMUST00000000641,ENSMUST00000125579,ENSMUST00000203271,ENSMUST00000203911	11.00	0.00	21.00	24.00	0.00	0.00	228.00	0.00	0.00	0.00	0.00	207.00
ENSMUSG00000000628	ENSMUST00000000642,ENSMUST00000168725,ENSMUST00000169270,ENSMUST00000170833	813.00	528.00	1239.00	1325.00	419.00	874.00	402.00	1521.00	27.00	277.00	660.00	500.00
ENSMUSG00000000631	ENSMUST00000000645,ENSMUST00000092884,ENSMUST00000092887,ENSMUST00000100443,ENSMUST00000100794,ENSMUST00000100795,ENSMUST00000102488,ENSMUST00000108375,ENSMUST00000108376,ENSMUST00000130305,ENSMUST00000130627,ENSMUST00000130956,ENSMUST00000134196,ENSMUST00000135045,ENSMUST00000135375,ENSMUST00000142571,ENSMUST00000151373,ENSMUST00000154892,ENSMUST00000164315,ENSMUST00000164334,ENSMUST00000167856,ENSMUST00000168348,ENSMUST00000169105,ENSMUST00000172303	4347.00	2878.00	3665.00	3453.97	559.00	1374.99	788.00	1629.00	1358.00	1121.00	1876.00	1991.00
