gene_id	transcript_id(s)	SRX26953675	SRX26953676	SRX26953677	SRX26953678	SRX26953679	SRX26953680	SRX26953681	SRX26953682	SRX26953683	SRX26953684	SRX26953685	SRX26953686
ENSMUSG00000105689	ENSMUST00000196228	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105690	ENSMUST00000196326	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105691	ENSMUST00000196989	1.00	9.00	9.00	0.00	0.00	40.00	0.00	379.00	0.00	0.00	0.00	0.00
ENSMUSG00000105692	ENSMUST00000199915	175.53	73.32	125.72	108.03	67.35	76.73	0.00	9.09	79.42	0.00	219.22	194.55
ENSMUSG00000105693	ENSMUST00000198767	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105694	ENSMUST00000196835	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	12.00
ENSMUSG00000105695	ENSMUST00000199285	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105696	ENSMUST00000200251	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
ENSMUSG00000105697	ENSMUST00000197023	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105698	ENSMUST00000198961,ENSMUST00000199455,ENSMUST00000279374,ENSMUST00000279375,ENSMUST00000279376,ENSMUST00000279377,ENSMUST00000279378	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19.00
ENSMUSG00000105699	ENSMUST00000200523	2.00	2.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSMUSG00000105700	ENSMUST00000199945	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105701	ENSMUST00000198462	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105702	ENSMUST00000196510	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105703	ENSMUST00000199958,ENSMUST00000225083,ENSMUST00000318687,ENSMUST00000318688	457.05	299.11	429.54	528.17	621.04	1297.98	201.07	546.07	213.96	58.26	79.32	765.20
ENSMUSG00000105704	ENSMUST00000198859	0.00	0.00	0.00	0.00	59.97	35.06	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105705	ENSMUST00000199415	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSMUSG00000105706	ENSMUST00000197388	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105707	ENSMUST00000196539	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105708	ENSMUST00000196531,ENSMUST00000200467	1.00	0.00	0.00	0.00	0.00	0.00	54.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105709	ENSMUST00000199966,ENSMUST00000200561	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105710	ENSMUST00000200075	7.01	1.00	7.01	36.06	24.00	0.00	0.00	6.00	70.96	0.00	60.55	30.05
ENSMUSG00000105711	ENSMUST00000200110	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105712	ENSMUST00000199748	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105713	ENSMUST00000200623	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105714	ENSMUST00000200421	0.00	0.00	1.04	0.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105715	ENSMUST00000197661,ENSMUST00000275190	0.00	0.00	1.00	0.00	0.00	0.00	6.23	0.00	0.00	0.00	0.00	2.52
ENSMUSG00000105716	ENSMUST00000196697,ENSMUST00000200185	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105717	ENSMUST00000200367	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	36.00	0.00
ENSMUSG00000105718	ENSMUST00000197937	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105719	ENSMUST00000200026	0.00	6.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105720	ENSMUST00000197906	0.00	0.00	0.00	0.00	0.00	0.00	136.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105721	ENSMUST00000196756	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105722	ENSMUST00000196476	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105723	ENSMUST00000199094	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105725	ENSMUST00000197714	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105726	ENSMUST00000198084	0.00	0.00	0.00	1.00	0.00	0.00	76.00	0.00	0.00	18.00	0.00	0.00
ENSMUSG00000105727	ENSMUST00000196786	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105728	ENSMUST00000199630	0.00	0.00	0.00	0.00	0.00	0.00	28.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105729	ENSMUST00000196714	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105730	ENSMUST00000196357,ENSMUST00000196527,ENSMUST00000196829,ENSMUST00000199362,ENSMUST00000200306,ENSMUST00000200615,ENSMUST00000244781,ENSMUST00000245593,ENSMUST00000371383,ENSMUST00000371384,ENSMUST00000371385,ENSMUST00000371386,ENSMUST00000371387,ENSMUST00000371388,ENSMUST00000371389,ENSMUST00000371390,ENSMUST00000371391,ENSMUST00000371603,ENSMUST00000371604,ENSMUST00000371605,ENSMUST00000371606,ENSMUST00000371607,ENSMUST00000371609,ENSMUST00000371611,ENSMUST00000371612,ENSMUST00000371613,ENSMUST00000371614,ENSMUST00000371615,ENSMUST00000371616,ENSMUST00000371617,ENSMUST00000371618,ENSMUST00000371619,ENSMUST00000371620,ENSMUST00000371886,ENSMUST00000371887,ENSMUST00000371888,ENSMUST00000371889,ENSMUST00000371890,ENSMUST00000371891,ENSMUST00000371892,ENSMUST00000371893,ENSMUST00000371894,ENSMUST00000371895,ENSMUST00000371896,ENSMUST00000371897,ENSMUST00000371898,ENSMUST00000371899,ENSMUST00000371900,ENSMUST00000371901,ENSMUST00000371902,ENSMUST00000371903,ENSMUST00000371904,ENSMUST00000371905,ENSMUST00000371906,ENSMUST00000371907,ENSMUST00000371908,ENSMUST00000371909,ENSMUST00000371910,ENSMUST00000371911,ENSMUST00000371912,ENSMUST00000371913,ENSMUST00000371914,ENSMUST00000371915,ENSMUST00000371916,ENSMUST00000371917,ENSMUST00000371918,ENSMUST00000371919,ENSMUST00000371920,ENSMUST00000371921,ENSMUST00000371922,ENSMUST00000371923,ENSMUST00000371924,ENSMUST00000371925,ENSMUST00000371926,ENSMUST00000371927,ENSMUST00000371928,ENSMUST00000371929,ENSMUST00000371930,ENSMUST00000371931,ENSMUST00000373077,ENSMUST00000373078	7.00	13.00	0.00	6.00	0.00	0.00	0.00	21.00	0.00	0.00	0.00	0.00
ENSMUSG00000105731	ENSMUST00000198198	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105732	ENSMUST00000200231	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105733	ENSMUST00000197913	4.00	7.00	21.00	6.00	161.00	0.00	103.00	0.00	0.00	0.00	24.00	0.00
ENSMUSG00000105734	ENSMUST00000196239	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105735	ENSMUST00000195895	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105737	ENSMUST00000200580	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105738	ENSMUST00000196833	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105739	ENSMUST00000196289	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105740	ENSMUST00000200378	0.00	0.00	3.00	0.00	8.00	0.00	0.00	125.00	0.00	0.00	2.00	0.00
ENSMUSG00000105741	ENSMUST00000199610	2.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	204.00	0.00	0.00
ENSMUSG00000105742	ENSMUST00000199354	4.00	1.00	0.00	3.00	0.00	0.00	0.00	26.00	2.00	0.00	25.00	0.00
ENSMUSG00000105743	ENSMUST00000199259	0.00	0.00	0.00	0.00	0.00	0.00	1.92	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105744	ENSMUST00000199695	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105745	ENSMUST00000199190	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	19.00	0.00	0.00
ENSMUSG00000105746	ENSMUST00000196464	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.00
ENSMUSG00000105747	ENSMUST00000198143	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105748	ENSMUST00000197530	0.00	19.00	0.00	0.00	35.00	0.00	0.00	190.00	0.00	60.00	13.00	0.00
ENSMUSG00000105749	ENSMUST00000197202	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105750	ENSMUST00000197721	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105751	ENSMUST00000197516	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105752	ENSMUST00000200308	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105753	ENSMUST00000200070	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105755	ENSMUST00000198852	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	16.00
ENSMUSG00000105757	ENSMUST00000199643	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105758	ENSMUST00000196737	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105759	ENSMUST00000197756	0.00	0.00	1.00	0.00	14.00	0.00	11.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105760	ENSMUST00000196901	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105761	ENSMUST00000197792	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105762	ENSMUST00000199663	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	41.00	0.00
ENSMUSG00000105763	ENSMUST00000198800	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105764	ENSMUST00000199572	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105765	ENSMUST00000198231,ENSMUST00000254803,ENSMUST00000254804,ENSMUST00000254805,ENSMUST00000254806,ENSMUST00000254807	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105766	ENSMUST00000198176	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105767	ENSMUST00000199524	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105769	ENSMUST00000198737,ENSMUST00000370736,ENSMUST00000370737,ENSMUST00000370738,ENSMUST00000370739,ENSMUST00000370740	11.00	40.00	156.00	29.00	0.00	300.00	226.00	38.00	0.00	6.00	0.00	0.00
ENSMUSG00000105770	ENSMUST00000196796	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105771	ENSMUST00000196567	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105772	ENSMUST00000197976	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105773	ENSMUST00000198640,ENSMUST00000274624	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105774	ENSMUST00000197702	0.00	0.00	0.00	0.00	66.00	0.00	0.00	0.00	0.00	35.00	0.00	0.00
ENSMUSG00000105775	ENSMUST00000200451	1.00	3.51	9.01	4.50	9.09	9.03	3.51	2.07	1.02	1.24	1.09	4.20
ENSMUSG00000105776	ENSMUST00000199580	6.19	0.00	10.15	0.00	0.00	0.00	1.03	206.66	0.00	0.00	57.61	0.00
ENSMUSG00000105777	ENSMUST00000198099,ENSMUST00000198942	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105778	ENSMUST00000197062	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105779	ENSMUST00000199849	1.04	1.05	0.00	1.07	0.00	0.00	0.00	0.00	2.10	0.00	0.00	0.00
ENSMUSG00000105781	ENSMUST00000200040	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105782	ENSMUST00000197355	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105784	ENSMUST00000199206,ENSMUST00000361432,ENSMUST00000361433,ENSMUST00000361434,ENSMUST00000361435,ENSMUST00000361436,ENSMUST00000361437,ENSMUST00000361438,ENSMUST00000361439,ENSMUST00000361440,ENSMUST00000361441,ENSMUST00000361442,ENSMUST00000361443,ENSMUST00000361444,ENSMUST00000361445	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105785	ENSMUST00000198956	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105786	ENSMUST00000197623	4.00	0.00	0.00	1.00	148.00	0.00	171.00	111.00	0.00	0.00	0.00	0.00
ENSMUSG00000105787	ENSMUST00000200510	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.01	1.01
ENSMUSG00000105789	ENSMUST00000196074,ENSMUST00000200321,ENSMUST00000299545,ENSMUST00000299546	0.00	26.00	0.00	9.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
ENSMUSG00000105791	ENSMUST00000200104	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105792	ENSMUST00000200194	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105793	ENSMUST00000199931	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105794	ENSMUST00000196891	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105795	ENSMUST00000198001,ENSMUST00000270660,ENSMUST00000270661,ENSMUST00000270662,ENSMUST00000270663	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105796	ENSMUST00000197766	3.38	20.12	12.84	32.52	57.26	13.91	37.24	70.64	57.05	52.30	43.83	57.33
ENSMUSG00000105797	ENSMUST00000199768,ENSMUST00000199980,ENSMUST00000278834,ENSMUST00000278835,ENSMUST00000278836,ENSMUST00000278837,ENSMUST00000278838,ENSMUST00000278839,ENSMUST00000278840,ENSMUST00000278841,ENSMUST00000278842,ENSMUST00000278843,ENSMUST00000278844,ENSMUST00000278845,ENSMUST00000278846,ENSMUST00000278847,ENSMUST00000278848,ENSMUST00000278849,ENSMUST00000278850,ENSMUST00000278851,ENSMUST00000278852,ENSMUST00000278853,ENSMUST00000278854,ENSMUST00000278855,ENSMUST00000278856,ENSMUST00000278857,ENSMUST00000278858,ENSMUST00000278859,ENSMUST00000278860	3.00	1.00	0.00	3.00	0.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00
ENSMUSG00000105798	ENSMUST00000198118	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105799	ENSMUST00000199077	0.00	0.00	0.00	0.00	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105800	ENSMUST00000196472	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105801	ENSMUST00000199517	8.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105802	ENSMUST00000198569	13.00	5.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	142.00	6.00	0.00
ENSMUSG00000105803	ENSMUST00000196666	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105804	ENSMUST00000200664	3.00	0.00	6.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	29.00	52.00
ENSMUSG00000105806	ENSMUST00000199484	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105807	ENSMUST00000197229	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105808	ENSMUST00000197347	0.00	0.00	0.00	0.00	0.00	7.21	1.21	0.00	0.00	2.28	0.00	0.00
ENSMUSG00000105809	ENSMUST00000196866	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105810	ENSMUST00000199996	7.13	30.93	0.00	11.68	19.58	62.06	5.86	466.13	160.14	6.17	6.13	2.07
ENSMUSG00000105811	ENSMUST00000196620,ENSMUST00000196668,ENSMUST00000344306,ENSMUST00000344307,ENSMUST00000344308,ENSMUST00000344309,ENSMUST00000344310,ENSMUST00000344311,ENSMUST00000344312,ENSMUST00000344313,ENSMUST00000344314,ENSMUST00000344315,ENSMUST00000344316,ENSMUST00000344317	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105813	ENSMUST00000197338	54.10	41.14	29.49	21.96	2.06	1.03	1.03	0.00	2.07	14.00	7.53	49.67
ENSMUSG00000105814	ENSMUST00000197105	8.05	8.02	3.04	2.03	28.25	25.16	12.11	34.31	18.27	27.28	22.36	21.21
ENSMUSG00000105815	ENSMUST00000197208	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105816	ENSMUST00000196617,ENSMUST00000196895,ENSMUST00000197413,ENSMUST00000198275,ENSMUST00000198478,ENSMUST00000258158,ENSMUST00000350793,ENSMUST00000350794,ENSMUST00000350795,ENSMUST00000350796,ENSMUST00000350797,ENSMUST00000350798,ENSMUST00000350799,ENSMUST00000350800,ENSMUST00000350801,ENSMUST00000350802	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105817	ENSMUST00000197637	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105818	ENSMUST00000199995	0.00	0.00	0.00	0.00	0.00	0.00	18.00	0.00	0.00	0.00	3.00	0.00
ENSMUSG00000105819	ENSMUST00000200512	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105820	ENSMUST00000197294	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105822	ENSMUST00000199858	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105823	ENSMUST00000198551	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105824	ENSMUST00000197836	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105826	ENSMUST00000196534	0.00	5.91	0.00	10.64	178.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105827	ENSMUST00000177113	0.00	0.78	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105828	ENSMUST00000196101	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105829	ENSMUST00000198229	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105830	ENSMUST00000197113	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105831	ENSMUST00000197247	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105832	ENSMUST00000199491	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00
ENSMUSG00000105833	ENSMUST00000200620	0.00	0.00	1.01	1.01	1.01	1.01	0.00	1.02	0.00	0.00	0.00	0.00
ENSMUSG00000105834	ENSMUST00000196791,ENSMUST00000246981,ENSMUST00000255255,ENSMUST00000255256,ENSMUST00000255257,ENSMUST00000255258,ENSMUST00000255259,ENSMUST00000255260,ENSMUST00000255261,ENSMUST00000255262	3.15	1.01	3.06	6.00	0.00	0.00	52.02	1.00	1.01	0.00	107.04	19.01
ENSMUSG00000105835	ENSMUST00000196121	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105836	ENSMUST00000195893	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105837	ENSMUST00000197370,ENSMUST00000200419,ENSMUST00000241897,ENSMUST00000242993,ENSMUST00000243809,ENSMUST00000364746,ENSMUST00000364747,ENSMUST00000364748,ENSMUST00000364749,ENSMUST00000364750,ENSMUST00000364751,ENSMUST00000364752	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105838	ENSMUST00000197761,ENSMUST00000365374,ENSMUST00000365375,ENSMUST00000365376,ENSMUST00000365377,ENSMUST00000365378,ENSMUST00000365379,ENSMUST00000365380,ENSMUST00000365381,ENSMUST00000365382,ENSMUST00000365383,ENSMUST00000365384,ENSMUST00000365385,ENSMUST00000365386,ENSMUST00000365387	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105840	ENSMUST00000198253	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105841	ENSMUST00000198213	0.00	0.00	0.00	0.00	0.00	0.85	0.00	0.92	0.00	0.00	0.00	0.00
ENSMUSG00000105842	ENSMUST00000200120	0.00	0.00	2.00	0.00	0.00	436.00	1.00	3.00	0.00	0.00	0.00	0.00
ENSMUSG00000105843	ENSMUST00000198195	0.00	0.00	0.00	0.00	0.00	0.00	67.86	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105845	ENSMUST00000198212,ENSMUST00000273530,ENSMUST00000273531	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105846	ENSMUST00000200312	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105847	ENSMUST00000200085	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105848	ENSMUST00000196136	0.00	0.00	8.00	2.00	294.00	0.00	59.00	0.00	0.00	0.00	0.00	49.00
ENSMUSG00000105849	ENSMUST00000198153	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105851	ENSMUST00000197965	4.00	24.00	41.00	2.00	155.00	0.00	115.00	114.00	7.00	203.00	108.00	21.00
ENSMUSG00000105852	ENSMUST00000137168,ENSMUST00000167642	30.09	42.39	21.43	20.28	0.00	0.00	0.00	0.00	0.00	0.00	71.62	0.00
ENSMUSG00000105853	ENSMUST00000195930	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105854	ENSMUST00000197212	0.00	0.00	0.00	0.00	2.06	1.04	0.00	0.00	1.03	1.03	3.09	1.03
ENSMUSG00000105855	ENSMUST00000197999	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105856	ENSMUST00000200260	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105857	ENSMUST00000198962	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	53.00
ENSMUSG00000105858	ENSMUST00000198276	1.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	74.00	10.00	20.00
ENSMUSG00000105859	ENSMUST00000196365	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105860	ENSMUST00000199960	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105861	ENSMUST00000197251	6.00	8.00	10.00	5.00	52.00	0.00	45.00	0.00	0.00	345.00	3.00	7.00
ENSMUSG00000105862	ENSMUST00000197093	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105864	ENSMUST00000196372	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105865	ENSMUST00000197039	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105866	ENSMUST00000199216	0.00	1.62	2.46	1.22	2.89	2.46	2.62	2.37	0.00	5.94	1.44	19.92
